Pattern,Purchaser_PGVCL,Purchaser_UGVCL,DSMGEN_PGVCL,DSMGEN_UGVCL
"M7,D7,H17",565.5,917.5,2034.5,1182.5
"M7,D7,H18",565.5,920,2034.5,1180
"M7,D7,H19",468,920,2132,1180
"M7,D7,H20",434,897.5,2166,1202.5
"M7,D7,H21",575.5,880,2024.5,1220
"M7,D7,H22",621.5,910,1978.5,1190
"M7,D7,H23",655.5,962.5,1944.5,1137.5
"M7,D7,H24",655.5,982.5,1944.5,1117.5
"M7,D8,H1",1011.5,1272.5,1588.5,827.5
"M7,D8,H2",1230,1245,1370,855
"M7,D8,H3",1196.5,1245,1403.5,855
"M7,D8,H4",1196.5,1245,1403.5,855
"M7,D8,H5",1063.5,1165,1536.5,935
"M7,D8,H6",1090,1182.5,1510,917.5
"M7,D8,H7",1075,1237.5,1525,862.5
"M7,D8,H8",1075,1255,1525,845
"M7,D8,H9",750,1352.5,1850,747.5
"M7,D8,H10",531.5,965,2068.5,1135
"M7,D8,H11",662.5,965,1937.5,1135
"M7,D8,H12",696.5,987.5,1903.5,1112.5
"M7,D8,H13",688,1085,1912,1015
"M7,D8,H14",615.5,1037.5,1984.5,1062.5
"M7,D8,H15",596.5,930,2003.5,1170
"M7,D8,H16",596.5,892.5,2003.5,1207.5
"M7,D8,H17",565.5,917.5,2034.5,1182.5
"M7,D8,H18",565.5,920,2034.5,1180
"M7,D8,H19",468,920,2132,1180
"M7,D8,H20",434,897.5,2166,1202.5
"M7,D8,H21",575.5,880,2024.5,1220
"M7,D8,H22",621.5,910,1978.5,1190
"M7,D8,H23",655.5,962.5,1944.5,1137.5
"M7,D8,H24",655.5,982.5,1944.5,1117.5
"M7,D9,H1",1011.5,1272.5,1588.5,827.5
"M7,D9,H2",1230,1245,1370,855
"M7,D9,H3",1196.5,1245,1403.5,855
"M7,D9,H4",1196.5,1245,1403.5,855
"M7,D9,H5",1063.5,1165,1536.5,935
"M7,D9,H6",1090,1182.5,1510,917.5
"M7,D9,H7",1075,1237.5,1525,862.5
"M7,D9,H8",1075,1255,1525,845
"M7,D9,H9",750,1352.5,1850,747.5
"M7,D9,H10",531.5,965,2068.5,1135
"M7,D9,H11",662.5,965,1937.5,1135
"M7,D9,H12",696.5,987.5,1903.5,1112.5
"M7,D9,H13",688,1085,1912,1015
"M7,D9,H14",615.5,1037.5,1984.5,1062.5
"M7,D9,H15",596.5,930,2003.5,1170
"M7,D9,H16",596.5,892.5,2003.5,1207.5
"M7,D9,H17",565.5,917.5,2034.5,1182.5
"M7,D9,H18",565.5,920,2034.5,1180
"M7,D9,H19",468,920,2132,1180
"M7,D9,H20",434,897.5,2166,1202.5
"M7,D9,H21",575.5,880,2024.5,1220
"M7,D9,H22",621.5,910,1978.5,1190
"M7,D9,H23",655.5,962.5,1944.5,1137.5
"M7,D9,H24",655.5,982.5,1944.5,1117.5
"M7,D10,H1",1011.5,1272.5,1588.5,827.5
"M7,D10,H2",1230,1245,1370,855
"M7,D10,H3",1196.5,1245,1403.5,855
"M7,D10,H4",1196.5,1245,1403.5,855
"M7,D10,H5",1063.5,1165,1536.5,935
"M7,D10,H6",1090,1182.5,1510,917.5
"M7,D10,H7",1075,1237.5,1525,862.5
"M7,D10,H8",1075,1255,1525,845
"M7,D10,H9",750,1352.5,1850,747.5
"M7,D10,H10",531.5,965,2068.5,1135
"M7,D10,H11",662.5,965,1937.5,1135
"M7,D10,H12",696.5,987.5,1903.5,1112.5
"M7,D10,H13",688,1085,1912,1015
"M7,D10,H14",615.5,1037.5,1984.5,1062.5
"M7,D10,H15",596.5,930,2003.5,1170
"M7,D10,H16",596.5,892.5,2003.5,1207.5
"M7,D10,H17",565.5,917.5,2034.5,1182.5
"M7,D10,H18",565.5,920,2034.5,1180
"M7,D10,H19",468,920,2132,1180
"M7,D10,H20",434,897.5,2166,1202.5
"M7,D10,H21",575.5,880,2024.5,1220
"M7,D10,H22",621.5,910,1978.5,1190
"M7,D10,H23",655.5,962.5,1944.5,1137.5
"M7,D10,H24",655.5,982.5,1944.5,1117.5
"M7,D11,H1",1011.5,1272.5,1588.5,827.5
"M7,D11,H2",1230,1245,1370,855
"M7,D11,H3",1196.5,1245,1403.5,855
"M7,D11,H4",1196.5,1245,1403.5,855
"M7,D11,H5",1063.5,1165,1536.5,935
"M7,D11,H6",1090,1182.5,1510,917.5
"M7,D11,H7",1075,1237.5,1525,862.5
"M7,D11,H8",1075,1255,1525,845
"M7,D11,H9",750,1352.5,1850,747.5
"M7,D11,H10",531.5,965,2068.5,1135
"M7,D11,H11",662.5,965,1937.5,1135
"M7,D11,H12",696.5,987.5,1903.5,1112.5
"M7,D11,H13",688,1085,1912,1015
"M7,D11,H14",615.5,1037.5,1984.5,1062.5
"M7,D11,H15",596.5,930,2003.5,1170
"M7,D11,H16",596.5,892.5,2003.5,1207.5
"M7,D11,H17",565.5,917.5,2034.5,1182.5
"M7,D11,H18",565.5,920,2034.5,1180
"M7,D11,H19",468,920,2132,1180
"M7,D11,H20",434,897.5,2166,1202.5
"M7,D11,H21",575.5,880,2024.5,1220
"M7,D11,H22",621.5,910,1978.5,1190
"M7,D11,H23",655.5,962.5,1944.5,1137.5
"M7,D11,H24",655.5,982.5,1944.5,1117.5
"M7,D12,H1",1011.5,1272.5,1588.5,827.5
"M7,D12,H2",1230,1245,1370,855
"M7,D12,H3",1196.5,1245,1403.5,855
"M7,D12,H4",1196.5,1245,1403.5,855
"M7,D12,H5",1063.5,1165,1536.5,935
"M7,D12,H6",1090,1182.5,1510,917.5
"M7,D12,H7",1075,1237.5,1525,862.5
"M7,D12,H8",1075,1255,1525,845
"M7,D12,H9",750,1352.5,1850,747.5
"M7,D12,H10",531.5,965,2068.5,1135
"M7,D12,H11",662.5,965,1937.5,1135
"M7,D12,H12",696.5,987.5,1903.5,1112.5
"M7,D12,H13",688,1085,1912,1015
"M7,D12,H14",615.5,1037.5,1984.5,1062.5
"M7,D12,H15",596.5,930,2003.5,1170
"M7,D12,H16",596.5,892.5,2003.5,1207.5
"M7,D12,H17",565.5,917.5,2034.5,1182.5
"M7,D12,H18",565.5,920,2034.5,1180
"M7,D12,H19",468,920,2132,1180
"M7,D12,H20",434,897.5,2166,1202.5
"M7,D12,H21",575.5,880,2024.5,1220
"M7,D12,H22",621.5,910,1978.5,1190
"M7,D12,H23",655.5,962.5,1944.5,1137.5
"M7,D12,H24",655.5,982.5,1944.5,1117.5
"M7,D13,H1",1011.5,1272.5,1588.5,827.5
"M7,D13,H2",1230,1245,1370,855
"M7,D13,H3",1196.5,1245,1403.5,855
"M7,D13,H4",1196.5,1245,1403.5,855
"M7,D13,H5",1063.5,1165,1536.5,935
"M7,D13,H6",1090,1182.5,1510,917.5
"M7,D13,H7",1075,1237.5,1525,862.5
"M7,D13,H8",1075,1255,1525,845
"M7,D13,H9",750,1352.5,1850,747.5
"M7,D13,H10",531.5,965,2068.5,1135
"M7,D13,H11",662.5,965,1937.5,1135
"M7,D13,H12",696.5,987.5,1903.5,1112.5
"M7,D13,H13",688,1085,1912,1015
"M7,D13,H14",615.5,1037.5,1984.5,1062.5
"M7,D13,H15",596.5,930,2003.5,1170
"M7,D13,H16",596.5,892.5,2003.5,1207.5
"M7,D13,H17",565.5,917.5,2034.5,1182.5
"M7,D13,H18",565.5,920,2034.5,1180
"M7,D13,H19",468,920,2132,1180
"M7,D13,H20",434,897.5,2166,1202.5
"M7,D13,H21",575.5,880,2024.5,1220
"M7,D13,H22",621.5,910,1978.5,1190
"M7,D13,H23",655.5,962.5,1944.5,1137.5
"M7,D13,H24",655.5,982.5,1944.5,1117.5
"M7,D14,H1",1011.5,1272.5,1588.5,827.5
"M7,D14,H2",1230,1245,1370,855
"M7,D14,H3",1196.5,1245,1403.5,855
"M7,D14,H4",1196.5,1245,1403.5,855
"M7,D14,H5",1063.5,1165,1536.5,935
"M7,D14,H6",1090,1182.5,1510,917.5
"M7,D14,H7",1075,1237.5,1525,862.5
"M7,D14,H8",1075,1255,1525,845
"M7,D14,H9",750,1352.5,1850,747.5
"M7,D14,H10",531.5,965,2068.5,1135
"M7,D14,H11",662.5,965,1937.5,1135
"M7,D14,H12",696.5,987.5,1903.5,1112.5
"M7,D14,H13",688,1085,1912,1015
"M7,D14,H14",615.5,1037.5,1984.5,1062.5
"M7,D14,H15",596.5,930,2003.5,1170
"M7,D14,H16",596.5,892.5,2003.5,1207.5
"M7,D14,H17",565.5,917.5,2034.5,1182.5
"M7,D14,H18",565.5,920,2034.5,1180
"M7,D14,H19",468,920,2132,1180
"M7,D14,H20",434,897.5,2166,1202.5
"M7,D14,H21",575.5,880,2024.5,1220
"M7,D14,H22",621.5,910,1978.5,1190
"M7,D14,H23",655.5,962.5,1944.5,1137.5
"M7,D14,H24",655.5,982.5,1944.5,1117.5
"M7,D15,H1",1011.5,1272.5,1588.5,827.5
"M7,D15,H2",1230,1245,1370,855
"M7,D15,H3",1196.5,1245,1403.5,855
"M7,D15,H4",1196.5,1245,1403.5,855
"M7,D15,H5",1063.5,1165,1536.5,935
"M7,D15,H6",1090,1182.5,1510,917.5
"M7,D15,H7",1075,1237.5,1525,862.5
"M7,D15,H8",1075,1255,1525,845
"M7,D15,H9",750,1352.5,1850,747.5
"M7,D15,H10",531.5,965,2068.5,1135
"M7,D15,H11",662.5,965,1937.5,1135
"M7,D15,H12",696.5,987.5,1903.5,1112.5
"M7,D15,H13",688,1085,1912,1015
"M7,D15,H14",615.5,1037.5,1984.5,1062.5
"M7,D15,H15",596.5,930,2003.5,1170
"M7,D15,H16",596.5,892.5,2003.5,1207.5
"M7,D15,H17",565.5,917.5,2034.5,1182.5
"M7,D15,H18",565.5,920,2034.5,1180
"M7,D15,H19",468,920,2132,1180
"M7,D15,H20",434,897.5,2166,1202.5
"M7,D15,H21",575.5,880,2024.5,1220
"M7,D15,H22",621.5,910,1978.5,1190
"M7,D15,H23",655.5,962.5,1944.5,1137.5
"M7,D15,H24",655.5,982.5,1944.5,1117.5
"M7,D16,H1",1011.5,1272.5,1588.5,827.5
"M7,D16,H2",1230,1245,1370,855
"M7,D16,H3",1196.5,1245,1403.5,855
"M7,D16,H4",1196.5,1245,1403.5,855
"M7,D16,H5",1063.5,1165,1536.5,935
"M7,D16,H6",1090,1182.5,1510,917.5
"M7,D16,H7",1075,1237.5,1525,862.5
"M7,D16,H8",1075,1255,1525,845
"M7,D16,H9",750,1352.5,1850,747.5
"M7,D16,H10",531.5,965,2068.5,1135
"M7,D16,H11",662.5,965,1937.5,1135
"M7,D16,H12",696.5,987.5,1903.5,1112.5
"M7,D16,H13",688,1085,1912,1015
"M7,D16,H14",615.5,1037.5,1984.5,1062.5
"M7,D16,H15",596.5,930,2003.5,1170
"M7,D16,H16",596.5,892.5,2003.5,1207.5
"M7,D16,H17",565.5,917.5,2034.5,1182.5
"M7,D16,H18",565.5,920,2034.5,1180
"M7,D16,H19",468,920,2132,1180
"M7,D16,H20",434,897.5,2166,1202.5
"M7,D16,H21",575.5,880,2024.5,1220
"M7,D16,H22",621.5,910,1978.5,1190
"M7,D16,H23",655.5,962.5,1944.5,1137.5
"M7,D16,H24",655.5,982.5,1944.5,1117.5
"M7,D17,H1",1011.5,1272.5,1588.5,827.5
"M7,D17,H2",1230,1245,1370,855
"M7,D17,H3",1196.5,1245,1403.5,855
"M7,D17,H4",1196.5,1245,1403.5,855
"M7,D17,H5",1063.5,1165,1536.5,935
"M7,D17,H6",1090,1182.5,1510,917.5
"M7,D17,H7",1075,1237.5,1525,862.5
"M7,D17,H8",1075,1255,1525,845
"M7,D17,H9",750,1352.5,1850,747.5
"M7,D17,H10",531.5,965,2068.5,1135
"M7,D17,H11",662.5,965,1937.5,1135
"M7,D17,H12",696.5,987.5,1903.5,1112.5
"M7,D17,H13",688,1085,1912,1015
"M7,D17,H14",615.5,1037.5,1984.5,1062.5
"M7,D17,H15",596.5,930,2003.5,1170
"M7,D17,H16",596.5,892.5,2003.5,1207.5
"M7,D17,H17",565.5,917.5,2034.5,1182.5
"M7,D17,H18",565.5,920,2034.5,1180
"M7,D17,H19",468,920,2132,1180
"M7,D17,H20",434,897.5,2166,1202.5
"M7,D17,H21",575.5,880,2024.5,1220
"M7,D17,H22",621.5,910,1978.5,1190
"M7,D17,H23",655.5,962.5,1944.5,1137.5
"M7,D17,H24",655.5,982.5,1944.5,1117.5
"M7,D18,H1",1011.5,1272.5,1588.5,827.5
"M7,D18,H2",1230,1245,1370,855
"M7,D18,H3",1196.5,1245,1403.5,855
"M7,D18,H4",1196.5,1245,1403.5,855
"M7,D18,H5",1063.5,1165,1536.5,935
"M7,D18,H6",1090,1182.5,1510,917.5
"M7,D18,H7",1075,1237.5,1525,862.5
"M7,D18,H8",1075,1255,1525,845
"M7,D18,H9",750,1352.5,1850,747.5
"M7,D18,H10",531.5,965,2068.5,1135
"M7,D18,H11",662.5,965,1937.5,1135
"M7,D18,H12",696.5,987.5,1903.5,1112.5
"M7,D18,H13",688,1085,1912,1015
"M7,D18,H14",615.5,1037.5,1984.5,1062.5
"M7,D18,H15",596.5,930,2003.5,1170
"M7,D18,H16",596.5,892.5,2003.5,1207.5
"M7,D18,H17",565.5,917.5,2034.5,1182.5
"M7,D18,H18",565.5,920,2034.5,1180
"M7,D18,H19",468,920,2132,1180
"M7,D18,H20",434,897.5,2166,1202.5
"M7,D18,H21",575.5,880,2024.5,1220
"M7,D18,H22",621.5,910,1978.5,1190
"M7,D18,H23",655.5,962.5,1944.5,1137.5
"M7,D18,H24",655.5,982.5,1944.5,1117.5
"M7,D19,H1",1011.5,1272.5,1588.5,827.5
"M7,D19,H2",1230,1245,1370,855
"M7,D19,H3",1196.5,1245,1403.5,855
"M7,D19,H4",1196.5,1245,1403.5,855
"M7,D19,H5",1063.5,1165,1536.5,935
"M7,D19,H6",1090,1182.5,1510,917.5
"M7,D19,H7",1075,1237.5,1525,862.5
"M7,D19,H8",1075,1255,1525,845
"M7,D19,H9",750,1352.5,1850,747.5
"M7,D19,H10",531.5,965,2068.5,1135
"M7,D19,H11",662.5,965,1937.5,1135
"M7,D19,H12",696.5,987.5,1903.5,1112.5
"M7,D19,H13",688,1085,1912,1015
"M7,D19,H14",615.5,1037.5,1984.5,1062.5
"M7,D19,H15",596.5,930,2003.5,1170
"M7,D19,H16",596.5,892.5,2003.5,1207.5
"M7,D19,H17",565.5,917.5,2034.5,1182.5
"M7,D19,H18",565.5,920,2034.5,1180
"M7,D19,H19",468,920,2132,1180
"M7,D19,H20",434,897.5,2166,1202.5
"M7,D19,H21",575.5,880,2024.5,1220
"M7,D19,H22",621.5,910,1978.5,1190
"M7,D19,H23",655.5,962.5,1944.5,1137.5
"M7,D19,H24",655.5,982.5,1944.5,1117.5
"M7,D20,H1",1011.5,1272.5,1588.5,827.5
"M7,D20,H2",1230,1245,1370,855
"M7,D20,H3",1196.5,1245,1403.5,855
"M7,D20,H4",1196.5,1245,1403.5,855
"M7,D20,H5",1063.5,1165,1536.5,935
"M7,D20,H6",1090,1182.5,1510,917.5
"M7,D20,H7",1075,1237.5,1525,862.5
"M7,D20,H8",1075,1255,1525,845
"M7,D20,H9",750,1352.5,1850,747.5
"M7,D20,H10",531.5,965,2068.5,1135
"M7,D20,H11",662.5,965,1937.5,1135
"M7,D20,H12",696.5,987.5,1903.5,1112.5
"M7,D20,H13",688,1085,1912,1015
"M7,D20,H14",615.5,1037.5,1984.5,1062.5
"M7,D20,H15",596.5,930,2003.5,1170
"M7,D20,H16",596.5,892.5,2003.5,1207.5
"M7,D20,H17",565.5,917.5,2034.5,1182.5
"M7,D20,H18",565.5,920,2034.5,1180
"M7,D20,H19",468,920,2132,1180
"M7,D20,H20",434,897.5,2166,1202.5
"M7,D20,H21",575.5,880,2024.5,1220
"M7,D20,H22",621.5,910,1978.5,1190
"M7,D20,H23",655.5,962.5,1944.5,1137.5
"M7,D20,H24",655.5,982.5,1944.5,1117.5
"M7,D21,H1",1011.5,1272.5,1588.5,827.5
"M7,D21,H2",1230,1245,1370,855
"M7,D21,H3",1196.5,1245,1403.5,855
"M7,D21,H4",1196.5,1245,1403.5,855
"M7,D21,H5",1063.5,1165,1536.5,935
"M7,D21,H6",1090,1182.5,1510,917.5
"M7,D21,H7",1075,1237.5,1525,862.5
"M7,D21,H8",1075,1255,1525,845
"M7,D21,H9",750,1352.5,1850,747.5
"M7,D21,H10",531.5,965,2068.5,1135
"M7,D21,H11",662.5,965,1937.5,1135
"M7,D21,H12",696.5,987.5,1903.5,1112.5
"M7,D21,H13",688,1085,1912,1015
"M7,D21,H14",615.5,1037.5,1984.5,1062.5
"M7,D21,H15",596.5,930,2003.5,1170
"M7,D21,H16",596.5,892.5,2003.5,1207.5
"M7,D21,H17",565.5,917.5,2034.5,1182.5
"M7,D21,H18",565.5,920,2034.5,1180
"M7,D21,H19",468,920,2132,1180
"M7,D21,H20",434,897.5,2166,1202.5
"M7,D21,H21",575.5,880,2024.5,1220
"M7,D21,H22",621.5,910,1978.5,1190
"M7,D21,H23",655.5,962.5,1944.5,1137.5
"M7,D21,H24",655.5,982.5,1944.5,1117.5
"M7,D22,H1",1011.5,1272.5,1588.5,827.5
"M7,D22,H2",1230,1245,1370,855
"M7,D22,H3",1196.5,1245,1403.5,855
"M7,D22,H4",1196.5,1245,1403.5,855
"M7,D22,H5",1063.5,1165,1536.5,935
"M7,D22,H6",1090,1182.5,1510,917.5
"M7,D22,H7",1075,1237.5,1525,862.5
"M7,D22,H8",1075,1255,1525,845
"M7,D22,H9",750,1352.5,1850,747.5
"M7,D22,H10",531.5,965,2068.5,1135
"M7,D22,H11",662.5,965,1937.5,1135
"M7,D22,H12",696.5,987.5,1903.5,1112.5
"M7,D22,H13",688,1085,1912,1015
"M7,D22,H14",615.5,1037.5,1984.5,1062.5
"M7,D22,H15",596.5,930,2003.5,1170
"M7,D22,H16",596.5,892.5,2003.5,1207.5
"M7,D22,H17",565.5,917.5,2034.5,1182.5
"M7,D22,H18",565.5,920,2034.5,1180
"M7,D22,H19",468,920,2132,1180
"M7,D22,H20",434,897.5,2166,1202.5
"M7,D22,H21",575.5,880,2024.5,1220
"M7,D22,H22",621.5,910,1978.5,1190
"M7,D22,H23",655.5,962.5,1944.5,1137.5
"M7,D22,H24",655.5,982.5,1944.5,1117.5
"M7,D23,H1",1011.5,1272.5,1588.5,827.5
"M7,D23,H2",1230,1245,1370,855
"M7,D23,H3",1196.5,1245,1403.5,855
"M7,D23,H4",1196.5,1245,1403.5,855
"M7,D23,H5",1063.5,1165,1536.5,935
"M7,D23,H6",1090,1182.5,1510,917.5
"M7,D23,H7",1075,1237.5,1525,862.5
"M7,D23,H8",1075,1255,1525,845
"M7,D23,H9",750,1352.5,1850,747.5
"M7,D23,H10",531.5,965,2068.5,1135
"M7,D23,H11",662.5,965,1937.5,1135
"M7,D23,H12",696.5,987.5,1903.5,1112.5
"M7,D23,H13",688,1085,1912,1015
"M7,D23,H14",615.5,1037.5,1984.5,1062.5
"M7,D23,H15",596.5,930,2003.5,1170
"M7,D23,H16",596.5,892.5,2003.5,1207.5
"M7,D23,H17",565.5,917.5,2034.5,1182.5
"M7,D23,H18",565.5,920,2034.5,1180
"M7,D23,H19",468,920,2132,1180
"M7,D23,H20",434,897.5,2166,1202.5
"M7,D23,H21",575.5,880,2024.5,1220
"M7,D23,H22",621.5,910,1978.5,1190
"M7,D23,H23",655.5,962.5,1944.5,1137.5
"M7,D23,H24",655.5,982.5,1944.5,1117.5
"M7,D24,H1",1011.5,1272.5,1588.5,827.5
"M7,D24,H2",1230,1245,1370,855
"M7,D24,H3",1196.5,1245,1403.5,855
"M7,D24,H4",1196.5,1245,1403.5,855
"M7,D24,H5",1063.5,1165,1536.5,935
"M7,D24,H6",1090,1182.5,1510,917.5
"M7,D24,H7",1075,1237.5,1525,862.5
"M7,D24,H8",1075,1255,1525,845
"M7,D24,H9",750,1352.5,1850,747.5
"M7,D24,H10",531.5,965,2068.5,1135
"M7,D24,H11",662.5,965,1937.5,1135
"M7,D24,H12",696.5,987.5,1903.5,1112.5
"M7,D24,H13",688,1085,1912,1015
"M7,D24,H14",615.5,1037.5,1984.5,1062.5
"M7,D24,H15",596.5,930,2003.5,1170
"M7,D24,H16",596.5,892.5,2003.5,1207.5
"M7,D24,H17",565.5,917.5,2034.5,1182.5
"M7,D24,H18",565.5,920,2034.5,1180
"M7,D24,H19",468,920,2132,1180
"M7,D24,H20",434,897.5,2166,1202.5
"M7,D24,H21",575.5,880,2024.5,1220
"M7,D24,H22",621.5,910,1978.5,1190
"M7,D24,H23",655.5,962.5,1944.5,1137.5
"M7,D24,H24",655.5,982.5,1944.5,1117.5
"M7,D25,H1",1011.5,1272.5,1588.5,827.5
"M7,D25,H2",1230,1245,1370,855
"M7,D25,H3",1196.5,1245,1403.5,855
"M7,D25,H4",1196.5,1245,1403.5,855
"M7,D25,H5",1063.5,1165,1536.5,935
"M7,D25,H6",1090,1182.5,1510,917.5
"M7,D25,H7",1075,1237.5,1525,862.5
"M7,D25,H8",1075,1255,1525,845
"M7,D25,H9",750,1352.5,1850,747.5
"M7,D25,H10",531.5,965,2068.5,1135
"M7,D25,H11",662.5,965,1937.5,1135
"M7,D25,H12",696.5,987.5,1903.5,1112.5
"M7,D25,H13",688,1085,1912,1015
"M7,D25,H14",615.5,1037.5,1984.5,1062.5
"M7,D25,H15",596.5,930,2003.5,1170
"M7,D25,H16",596.5,892.5,2003.5,1207.5
"M7,D25,H17",565.5,917.5,2034.5,1182.5
"M7,D25,H18",565.5,920,2034.5,1180
"M7,D25,H19",468,920,2132,1180
"M7,D25,H20",434,897.5,2166,1202.5
"M7,D25,H21",575.5,880,2024.5,1220
"M7,D25,H22",621.5,910,1978.5,1190
"M7,D25,H23",655.5,962.5,1944.5,1137.5
"M7,D25,H24",655.5,982.5,1944.5,1117.5
"M7,D26,H1",1011.5,1272.5,1588.5,827.5
"M7,D26,H2",1230,1245,1370,855
"M7,D26,H3",1196.5,1245,1403.5,855
"M7,D26,H4",1196.5,1245,1403.5,855
"M7,D26,H5",1063.5,1165,1536.5,935
"M7,D26,H6",1090,1182.5,1510,917.5
"M7,D26,H7",1075,1237.5,1525,862.5
"M7,D26,H8",1075,1255,1525,845
"M7,D26,H9",750,1352.5,1850,747.5
"M7,D26,H10",531.5,965,2068.5,1135
"M7,D26,H11",662.5,965,1937.5,1135
"M7,D26,H12",696.5,987.5,1903.5,1112.5
"M7,D26,H13",688,1085,1912,1015
"M7,D26,H14",615.5,1037.5,1984.5,1062.5
"M7,D26,H15",596.5,930,2003.5,1170
"M7,D26,H16",596.5,892.5,2003.5,1207.5
"M7,D26,H17",565.5,917.5,2034.5,1182.5
"M7,D26,H18",565.5,920,2034.5,1180
"M7,D26,H19",468,920,2132,1180
"M7,D26,H20",434,897.5,2166,1202.5
"M7,D26,H21",575.5,880,2024.5,1220
"M7,D26,H22",621.5,910,1978.5,1190
"M7,D26,H23",655.5,962.5,1944.5,1137.5
"M7,D26,H24",655.5,982.5,1944.5,1117.5
"M7,D27,H1",1011.5,1272.5,1588.5,827.5
"M7,D27,H2",1230,1245,1370,855
"M7,D27,H3",1196.5,1245,1403.5,855
"M7,D27,H4",1196.5,1245,1403.5,855
"M7,D27,H5",1063.5,1165,1536.5,935
"M7,D27,H6",1090,1182.5,1510,917.5
"M7,D27,H7",1075,1237.5,1525,862.5
"M7,D27,H8",1075,1255,1525,845
"M7,D27,H9",750,1352.5,1850,747.5
"M7,D27,H10",531.5,965,2068.5,1135
"M7,D27,H11",662.5,965,1937.5,1135
"M7,D27,H12",696.5,987.5,1903.5,1112.5
"M7,D27,H13",688,1085,1912,1015
"M7,D27,H14",615.5,1037.5,1984.5,1062.5
"M7,D27,H15",596.5,930,2003.5,1170
"M7,D27,H16",596.5,892.5,2003.5,1207.5
"M7,D27,H17",565.5,917.5,2034.5,1182.5
"M7,D27,H18",565.5,920,2034.5,1180
"M7,D27,H19",468,920,2132,1180
"M7,D27,H20",434,897.5,2166,1202.5
"M7,D27,H21",575.5,880,2024.5,1220
"M7,D27,H22",621.5,910,1978.5,1190
"M7,D27,H23",655.5,962.5,1944.5,1137.5
"M7,D27,H24",655.5,982.5,1944.5,1117.5
"M7,D28,H1",1011.5,1272.5,1588.5,827.5
"M7,D28,H2",1230,1245,1370,855
"M7,D28,H3",1196.5,1245,1403.5,855
"M7,D28,H4",1196.5,1245,1403.5,855
"M7,D28,H5",1063.5,1165,1536.5,935
"M7,D28,H6",1090,1182.5,1510,917.5
"M7,D28,H7",1075,1237.5,1525,862.5
"M7,D28,H8",1075,1255,1525,845
"M7,D28,H9",750,1352.5,1850,747.5
"M7,D28,H10",531.5,965,2068.5,1135
"M7,D28,H11",662.5,965,1937.5,1135
"M7,D28,H12",696.5,987.5,1903.5,1112.5
"M7,D28,H13",688,1085,1912,1015
"M7,D28,H14",615.5,1037.5,1984.5,1062.5
"M7,D28,H15",596.5,930,2003.5,1170
"M7,D28,H16",596.5,892.5,2003.5,1207.5
"M7,D28,H17",565.5,917.5,2034.5,1182.5
"M7,D28,H18",565.5,920,2034.5,1180
"M7,D28,H19",468,920,2132,1180
"M7,D28,H20",434,897.5,2166,1202.5
"M7,D28,H21",575.5,880,2024.5,1220
"M7,D28,H22",621.5,910,1978.5,1190
"M7,D28,H23",655.5,962.5,1944.5,1137.5
"M7,D28,H24",655.5,982.5,1944.5,1117.5
"M7,D29,H1",1011.5,1272.5,1588.5,827.5
"M7,D29,H2",1230,1245,1370,855
"M7,D29,H3",1196.5,1245,1403.5,855
"M7,D29,H4",1196.5,1245,1403.5,855
"M7,D29,H5",1063.5,1165,1536.5,935
"M7,D29,H6",1090,1182.5,1510,917.5
"M7,D29,H7",1075,1237.5,1525,862.5
"M7,D29,H8",1075,1255,1525,845
"M7,D29,H9",750,1352.5,1850,747.5
"M7,D29,H10",531.5,965,2068.5,1135
"M7,D29,H11",662.5,965,1937.5,1135
"M7,D29,H12",696.5,987.5,1903.5,1112.5
"M7,D29,H13",688,1085,1912,1015
"M7,D29,H14",615.5,1037.5,1984.5,1062.5
"M7,D29,H15",596.5,930,2003.5,1170
"M7,D29,H16",596.5,892.5,2003.5,1207.5
"M7,D29,H17",565.5,917.5,2034.5,1182.5
"M7,D29,H18",565.5,920,2034.5,1180
"M7,D29,H19",468,920,2132,1180
"M7,D29,H20",434,897.5,2166,1202.5
"M7,D29,H21",575.5,880,2024.5,1220
"M7,D29,H22",621.5,910,1978.5,1190
"M7,D29,H23",655.5,962.5,1944.5,1137.5
"M7,D29,H24",655.5,982.5,1944.5,1117.5
"M7,D30,H1",1011.5,1272.5,1588.5,827.5
"M7,D30,H2",1230,1245,1370,855
"M7,D30,H3",1196.5,1245,1403.5,855
"M7,D30,H4",1196.5,1245,1403.5,855
"M7,D30,H5",1063.5,1165,1536.5,935
"M7,D30,H6",1090,1182.5,1510,917.5
"M7,D30,H7",1075,1237.5,1525,862.5
"M7,D30,H8",1075,1255,1525,845
"M7,D30,H9",750,1352.5,1850,747.5
"M7,D30,H10",531.5,965,2068.5,1135
"M7,D30,H11",662.5,965,1937.5,1135
"M7,D30,H12",696.5,987.5,1903.5,1112.5
"M7,D30,H13",688,1085,1912,1015
"M7,D30,H14",615.5,1037.5,1984.5,1062.5
"M7,D30,H15",596.5,930,2003.5,1170
"M7,D30,H16",596.5,892.5,2003.5,1207.5
"M7,D30,H17",565.5,917.5,2034.5,1182.5
"M7,D30,H18",565.5,920,2034.5,1180
"M7,D30,H19",468,920,2132,1180
"M7,D30,H20",434,897.5,2166,1202.5
"M7,D30,H21",575.5,880,2024.5,1220
"M7,D30,H22",621.5,910,1978.5,1190
"M7,D30,H23",655.5,962.5,1944.5,1137.5
